kind,id,type_or_predicate,label_or_source,target,attrs
edge,lnk_01M2KAF9G0SD2DQ601WECWFJFX,LOCATED_IN,trace:aow:sp01-aow02,trace:country:td,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0NRR5K64EKC5VFBP1,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ci,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FVSVKF4GHZ6S6A03,LOCATED_IN,trace:aow:sp01-aow02,trace:country:gn,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0C38QC9AKHKPTB2JR,LOCATED_IN,trace:aow:sp01-aow02,trace:country:mg,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G036EM5WD38ACJDV8F,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ng,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G074FR96XFZA2KHVEJ,LOCATED_IN,trace:aow:sp01-aow02,trace:country:sl,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G07XJXF49DN358YP4Z,LOCATED_IN,trace:aow:sp01-aow02,trace:country:cd,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0Q8NY6HN4Q7VDX1RA,LOCATED_IN,trace:aow:sp01-aow03,trace:country:ci,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0S2G20ZZX0Q66F6NJ,LOCATED_IN,trace:aow:sp01-aow03,trace:country:mg,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0PPDW9R1P7P165KNC,LOCATED_IN,trace:aow:sp01-aow03,trace:country:ng,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0WSRB43EDZFP09JSM,LOCATED_IN,trace:aow:sp01-aow03,trace:country:sn,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0V3G79QMEGCXREAY2,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ci,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G02EANH8FFGVJ50TQ5,LOCATED_IN,trace:aow:sp01-aow04,trace:country:gh,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G021KF2CF63XSP84XW,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ng,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ZTX26FH8EF0B720P,LOCATED_IN,trace:aow:sp01-aow04,trace:country:sn,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 25.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0241MSAB8M8EPRZGE,LOCATED_IN,trace:aow:sp01-aow05,trace:country:bj,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 7.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0RQFM0A4F8FW79M41,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ci,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 7.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0R7CJFE0GSDET7SZS,LOCATED_IN,trace:aow:sp01-aow05,trace:country:gh,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 7.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G01443638FV3PN99KJ,LOCATED_IN,trace:aow:sp01-aow05,trace:country:gn,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.4, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0YJ7F7AJBFXRP9CNT,LOCATED_IN,trace:aow:sp01-aow05,trace:country:lr,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.61, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0DMFY4XV5ZVNG7HRB,LOCATED_IN,trace:aow:sp01-aow05,trace:country:mg,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FEFQX2HZADKST2TF,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ml,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08C92K50R9538PBV2,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ng,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0TSB56XZP4Z7YWDEY,LOCATED_IN,trace:aow:sp01-aow05,trace:country:sn,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.59, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G02MCZBJKXAN1KQ6FG,LOCATED_IN,trace:aow:sp01-aow05,trace:country:sl,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08G7SQ9C2EG2HQ78E,LOCATED_IN,trace:aow:sp01-aow05,trace:country:tz,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G09XDX80PPY0ZEQE7V,LOCATED_IN,trace:aow:sp01-aow05,trace:country:cd,"{""centre"": ""AfricaRice"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.6, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0M66GWDEC8XMHPBPV,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ug,"{""centre"": ""Bioversity (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 100.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0508K0NX5XX444PZA,LOCATED_IN,trace:aow:sp01-aow01,trace:country:kh,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0271BN296H35J4VSD,LOCATED_IN,trace:aow:sp01-aow01,trace:country:co,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 88.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0AGQ8D4XZ2WFS2VAN,LOCATED_IN,trace:aow:sp01-aow01,trace:country:la,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G04ZZM9A4HMT19HQDF,LOCATED_IN,trace:aow:sp01-aow01,trace:country:th,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0DWPT80XX4AFA733Q,LOCATED_IN,trace:aow:sp01-aow01,trace:country:vn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0VM344P45M2A4Z75D,LOCATED_IN,trace:aow:sp01-aow02,trace:country:kh,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0Y3FAP9E6VKDVKJ8M,LOCATED_IN,trace:aow:sp01-aow02,trace:country:cm,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 1.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0CSW95VJDNQMEC9SP,LOCATED_IN,trace:aow:sp01-aow02,trace:country:co,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 47.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0VR8DYDTD2VSE0KWT,LOCATED_IN,trace:aow:sp01-aow02,trace:country:et,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 1.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0B8FJC9ATSET8B0CV,LOCATED_IN,trace:aow:sp01-aow02,trace:country:ke,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0BKGF53QHHK0TNMWA,LOCATED_IN,trace:aow:sp01-aow02,trace:country:la,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G02XAA7YANTR706XJS,LOCATED_IN,trace:aow:sp01-aow02,trace:country:mw,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 2.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0TYG0YSRMP58HZ8B1,LOCATED_IN,trace:aow:sp01-aow02,trace:country:rw,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 1.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0HY05G5ZKP882NV48,LOCATED_IN,trace:aow:sp01-aow02,trace:country:tz,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 4.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08JH0K47YHMBVABJS,LOCATED_IN,trace:aow:sp01-aow02,trace:country:th,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 1.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G01V21ZH2ZRVHK8W9S,LOCATED_IN,trace:aow:sp01-aow02,trace:country:vn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0HMZWKCECS4G1TMWT,LOCATED_IN,trace:aow:sp01-aow03,trace:country:bi,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0S126Q0AKJM8JKDNK,LOCATED_IN,trace:aow:sp01-aow03,trace:country:kh,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0TCE19BKPARXE19A6,LOCATED_IN,trace:aow:sp01-aow03,trace:country:cm,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 9.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G053R1H2Z33RKQY66D,LOCATED_IN,trace:aow:sp01-aow03,trace:country:et,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 9.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0XV12VQ2P519NT32Z,LOCATED_IN,trace:aow:sp01-aow03,trace:country:la,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 18.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0F4SXQX5RN2879NRY,LOCATED_IN,trace:aow:sp01-aow03,trace:country:th,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0AS696TW9HDKTFXMJ,LOCATED_IN,trace:aow:sp01-aow03,trace:country:vn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 18.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G04MQM8F4E8X7JTXYV,LOCATED_IN,trace:aow:sp01-aow03,trace:country:ug,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0SQ5W6N88T45B4P6E,LOCATED_IN,trace:aow:sp01-aow03,trace:country:zw,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 9.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0ASR88TNM8MTM8526,LOCATED_IN,trace:aow:sp01-aow05,trace:country:bi,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0A4V68W6TCW5D0WQK,LOCATED_IN,trace:aow:sp01-aow05,trace:country:kh,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0H0JKK15PHWXJG2H7,LOCATED_IN,trace:aow:sp01-aow05,trace:country:cm,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0D5JXVHESWHAQD771,LOCATED_IN,trace:aow:sp01-aow05,trace:country:cn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G07SPRRTEM0VHN0CXE,LOCATED_IN,trace:aow:sp01-aow05,trace:country:co,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G069ZXBH84GAXPDAV9,LOCATED_IN,trace:aow:sp01-aow05,trace:country:cr,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0X5TEWQ4MCTZ8QJFZ,LOCATED_IN,trace:aow:sp01-aow05,trace:country:sv,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08XBGDD6HS324EDM9,LOCATED_IN,trace:aow:sp01-aow05,trace:country:et,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G01J36N8FCDWB1G8CN,LOCATED_IN,trace:aow:sp01-aow05,trace:country:gt,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 8.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G02WBSFP7BGJ974N8N,LOCATED_IN,trace:aow:sp01-aow05,trace:country:hn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G09AF76RJ8J0XJK6HR,LOCATED_IN,trace:aow:sp01-aow05,trace:country:in,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0TSM3Y5GZWBF7PGRK,LOCATED_IN,trace:aow:sp01-aow05,trace:country:id,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0KSQMFMGC8F97CBVV,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ke,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0GSZCR9BPGB1XR88V,LOCATED_IN,trace:aow:sp01-aow05,trace:country:la,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0BJHSQ2NVJVH9Y2HB,LOCATED_IN,trace:aow:sp01-aow05,trace:country:mw,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0N1BE3PRP4J3Z5CK9,LOCATED_IN,trace:aow:sp01-aow05,trace:country:mz,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0GB7BMJM81HZDNNTX,LOCATED_IN,trace:aow:sp01-aow05,trace:country:pa,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0JKZVY8A9XSNFE61S,LOCATED_IN,trace:aow:sp01-aow05,trace:country:rw,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G056RB9SZBQKZ1KEY7,LOCATED_IN,trace:aow:sp01-aow05,trace:country:th,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 3.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0CA9T0V7Y3FA95KCE,LOCATED_IN,trace:aow:sp01-aow05,trace:country:vn,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 11.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08E96PZS8F8FXR7H6,LOCATED_IN,trace:aow:sp01-aow05,trace:country:ug,"{""centre"": ""CIAT (Alliance)"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0EKANS74M0DES95DK,LOCATED_IN,trace:aow:sp01-aow01,trace:country:ke,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 100.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0XMTPVY664X7CT3EK,LOCATED_IN,trace:aow:sp01-aow02,trace:country:mx,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0MVQ52H22DNM5AJA2,LOCATED_IN,trace:aow:sp01-aow02,trace:country:sn,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G01BHMAT7C5SEH73AB,LOCATED_IN,trace:aow:sp01-aow02,trace:country:zw,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FFD460VMESSXGSJV,LOCATED_IN,trace:aow:sp01-aow03,trace:country:ke,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 20.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0KKERA5J07E30ZS91,LOCATED_IN,trace:aow:sp01-aow04,trace:country:et,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G08DACZ621RRY0ZRYZ,LOCATED_IN,trace:aow:sp01-aow04,trace:country:in,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G084D9RGVAS58BH49Q,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ke,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0WVYVBZHY7P972M8V,LOCATED_IN,trace:aow:sp01-aow04,trace:country:mx,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0118RAQDP6SNEJRFJ,LOCATED_IN,trace:aow:sp01-aow04,trace:country:ph,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0QKREEJ034F4N0VT2,LOCATED_IN,trace:aow:sp01-aow04,trace:country:gb,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0AJJXZFCYTFHC94PC,LOCATED_IN,trace:aow:sp01-aow04,trace:country:zw,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 12.5, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G04HYW7QYXFNFBY51W,LOCATED_IN,trace:aow:sp01-aow05,trace:country:bd,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0VVBVMZKN8P47DNNG,LOCATED_IN,trace:aow:sp01-aow05,trace:country:mx,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G07WEVPBK3NWGTCDAH,LOCATED_IN,trace:aow:sp01-aow05,trace:country:np,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FY51S9XS62BTPAE5,LOCATED_IN,trace:aow:sp01-aow05,trace:country:pk,"{""centre"": ""CIMMYT"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 10.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0THGGNEEG1W8JS0QF,LOCATED_IN,trace:aow:sp01-aow01,trace:country:ec,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 40.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G09MHN2BBRB16FYZJQ,LOCATED_IN,trace:aow:sp01-aow01,trace:country:pe,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 50.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0QKVP7ZY5Z16CVZDS,LOCATED_IN,trace:aow:sp01-aow02,trace:country:in,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0XKHZ8N3XHNWGE0BK,LOCATED_IN,trace:aow:sp01-aow02,trace:country:pe,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 45.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G063J7TQ5RK9MNDVP2,LOCATED_IN,trace:aow:sp01-aow03,trace:country:rw,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
edge,lnk_01M2KAF9G0FWDBQVZR1KN62B30,LOCATED_IN,trace:aow:sp01-aow04,trace:country:mw,"{""centre"": ""CIP"", ""geo_kind"": ""country"", ""kind"": ""implementation"", ""share_pct"": 5.0, ""source_sheet"": ""Countries of Implementation""}"
